job_title,experience_level,salary_in_usd,employee_residence,ppp_2024,salary_ppp_adjusted
Business Intelligence,MI,124000,US,1.0,124000.0
Machine Learning Engineer,SE,229369,US,1.0,229369.0
Machine Learning Engineer,SE,146900,US,1.0,146900.0
Data Scientist,SE,170000,US,1.0,170000.0
Data Scientist,SE,152000,US,1.0,152000.0
Applied Scientist,SE,260000,US,1.0,260000.0
Applied Scientist,SE,136000,US,1.0,136000.0
Data Scientist,EX,180000,US,1.0,180000.0
Data Scientist,EX,125000,US,1.0,125000.0
Data Analyst,MI,147000,US,1.0,147000.0
Data Analyst,MI,118000,US,1.0,118000.0
Data Engineer,SE,247500,US,1.0,247500.0
Data Engineer,SE,172200,US,1.0,172200.0
Data Analyst,EN,101000,US,1.0,101000.0
Data Analyst,EN,85000,US,1.0,85000.0
Data Analyst,MI,154000,US,1.0,154000.0
Data Analyst,MI,105000,US,1.0,105000.0
Data Operations Specialist,SE,206500,US,1.0,206500.0
Data Operations Specialist,SE,121500,US,1.0,121500.0
Data Analyst,MI,72500,US,1.0,72500.0
Data Analyst,MI,61000,US,1.0,61000.0
Research Analyst,SE,100000,GB,0.664153,150567.71557156258
Research Analyst,SE,87500,GB,0.664153,131746.75112511727
Data Science,SE,288400,US,1.0,288400.0
Data Science,SE,144200,US,1.0,144200.0
ML Engineer,MI,530000,US,1.0,530000.0
ML Engineer,MI,440000,US,1.0,440000.0
Machine Learning Engineer,EN,171600,US,1.0,171600.0
Machine Learning Engineer,EN,99500,US,1.0,99500.0
Data Analyst,SE,175000,US,1.0,175000.0
Data Analyst,SE,150000,US,1.0,150000.0
Data Engineer,SE,199700,US,1.0,199700.0
Data Engineer,SE,165100,US,1.0,165100.0
Applied Scientist,MI,222200,US,1.0,222200.0
Applied Scientist,MI,136000,US,1.0,136000.0
Data Engineer,SE,313000,US,1.0,313000.0
Data Engineer,SE,135000,US,1.0,135000.0
Analytics Engineer,SE,153018,US,1.0,153018.0
Analytics Engineer,SE,135000,US,1.0,135000.0
Analytics Engineer,MI,720000,US,1.0,720000.0
Analytics Engineer,MI,170000,US,1.0,170000.0
Research Scientist,SE,321000,US,1.0,321000.0
Research Scientist,SE,214000,US,1.0,214000.0
Data Engineer,SE,118750,GB,0.664153,178799.16224123057
Data Engineer,SE,63437,GB,0.664153,95515.64172713216
Data Analyst,EN,120000,US,1.0,120000.0
Data Analyst,EN,111510,US,1.0,111510.0
Data Analyst,SE,141375,US,1.0,141375.0
Data Analyst,SE,111500,US,1.0,111500.0
Data Analyst,MI,75000,US,1.0,75000.0
Machine Learning Scientist,SE,250000,US,1.0,250000.0
Machine Learning Scientist,SE,125000,US,1.0,125000.0
Data Analyst,EN,83300,US,1.0,83300.0
Data Analyst,EN,47500,US,1.0,47500.0
Data Analyst,EN,154818,US,1.0,154818.0
Data Analyst,EN,96761,US,1.0,96761.0
Data Architect,SE,150000,GB,0.664153,225851.57335734388
Data Architect,SE,112500,GB,0.664153,169388.6800180079
Machine Learning Engineer,SE,345400,US,1.0,345400.0
Machine Learning Engineer,SE,223700,US,1.0,223700.0
Data Manager,SE,96600,US,1.0,96600.0
Data Manager,SE,55200,US,1.0,55200.0
Data Engineer,SE,128000,US,1.0,128000.0
Data Engineer,SE,81500,US,1.0,81500.0
Data Engineer,SE,218185,US,1.0,218185.0
Data Engineer,SE,158680,US,1.0,158680.0
Data Analyst,SE,135000,US,1.0,135000.0
Data Analyst,SE,100000,US,1.0,100000.0
Business Intelligence Engineer,MI,185000,US,1.0,185000.0
Business Intelligence Engineer,MI,79600,US,1.0,79600.0
Data Scientist,SE,235700,US,1.0,235700.0
Data Scientist,SE,124400,US,1.0,124400.0
Applied Scientist,MI,222200,US,1.0,222200.0
Applied Scientist,MI,136000,US,1.0,136000.0
Machine Learning Engineer,SE,225000,US,1.0,225000.0
Machine Learning Engineer,SE,150000,US,1.0,150000.0
Data Engineer,MI,180000,US,1.0,180000.0
Data Engineer,MI,130000,US,1.0,130000.0
Data Science,EX,286500,US,1.0,286500.0
Data Science,EX,204000,US,1.0,204000.0
Data Scientist,SE,180000,US,1.0,180000.0
Data Scientist,SE,139000,US,1.0,139000.0
Data Developer,MI,100000,US,1.0,100000.0
Data Developer,MI,95000,US,1.0,95000.0
AI Engineer,SE,385000,US,1.0,385000.0
AI Engineer,SE,310000,US,1.0,310000.0
Machine Learning Engineer,SE,207000,US,1.0,207000.0
Machine Learning Engineer,SE,149800,US,1.0,149800.0
Data Science,EX,300000,US,1.0,300000.0
Data Science,EX,220000,US,1.0,220000.0
Data Scientist,SE,202800,US,1.0,202800.0
Data Scientist,SE,115000,US,1.0,115000.0
Data Scientist,MI,140400,US,1.0,140400.0
Data Scientist,MI,90000,US,1.0,90000.0
Machine Learning Engineer,SE,175000,US,1.0,175000.0
Machine Learning Engineer,SE,150000,US,1.0,150000.0
BI Developer,MI,168000,US,1.0,168000.0
BI Developer,MI,158000,US,1.0,158000.0
Data Architect,SE,165000,US,1.0,165000.0
Data Architect,SE,123000,US,1.0,123000.0
Data Scientist,MI,170200,US,1.0,170200.0
Data Scientist,MI,83900,US,1.0,83900.0
Data Scientist,SE,180000,US,1.0,180000.0
Data Scientist,SE,139000,US,1.0,139000.0
Data Engineer,MI,130000,US,1.0,130000.0
Data Engineer,MI,90000,US,1.0,90000.0
AI Engineer,SE,210000,US,1.0,210000.0
AI Engineer,SE,190000,US,1.0,190000.0
ETL Engineer,EX,150000,US,1.0,150000.0
Data Architect,SE,200000,US,1.0,200000.0
Data Architect,SE,115000,US,1.0,115000.0
Data Scientist,SE,174500,US,1.0,174500.0
Data Scientist,SE,126800,US,1.0,126800.0
Machine Learning Scientist,SE,277000,US,1.0,277000.0
Machine Learning Scientist,SE,173000,US,1.0,173000.0
Data Engineer,MI,179000,US,1.0,179000.0
Data Engineer,MI,112000,US,1.0,112000.0
Data Analyst,EN,130000,US,1.0,130000.0
Data Analyst,EN,115000,US,1.0,115000.0
Data Scientist,SE,81250,US,1.0,81250.0
Data Scientist,SE,70000,US,1.0,70000.0
Machine Learning Engineer,MI,240000,US,1.0,240000.0
Machine Learning Engineer,MI,130000,US,1.0,130000.0
Data Engineer,SE,230000,US,1.0,230000.0
Data Engineer,SE,165000,US,1.0,165000.0
Machine Learning Engineer,SE,180000,US,1.0,180000.0
Machine Learning Engineer,SE,125000,US,1.0,125000.0
Data Scientist,MI,165000,US,1.0,165000.0
Data Scientist,MI,132000,US,1.0,132000.0
Robotics Software Engineer,SE,282000,US,1.0,282000.0
Robotics Software Engineer,SE,188000,US,1.0,188000.0
Analytics Engineer,SE,287500,US,1.0,287500.0
Analytics Engineer,SE,156000,US,1.0,156000.0
Data Scientist,SE,175000,US,1.0,175000.0
Data Scientist,SE,150000,US,1.0,150000.0
Data Engineer,MI,125000,US,1.0,125000.0
Data Engineer,MI,89000,US,1.0,89000.0
Data Science,EN,198000,US,1.0,198000.0
Data Science,EN,132000,US,1.0,132000.0
Data Scientist,MI,158100,US,1.0,158100.0
Data Scientist,MI,138500,US,1.0,138500.0
Data Scientist,MI,220000,US,1.0,220000.0
Data Scientist,MI,150000,US,1.0,150000.0
Machine Learning Engineer,MI,179700,US,1.0,179700.0
Machine Learning Engineer,MI,85700,US,1.0,85700.0
Machine Learning Engineer,MI,220000,US,1.0,220000.0
Machine Learning Engineer,MI,137500,US,1.0,137500.0
Business Intelligence,EX,150000,US,1.0,150000.0
Business Intelligence,EX,120000,US,1.0,120000.0
Data Scientist,SE,144300,US,1.0,144300.0
Data Scientist,SE,104800,US,1.0,104800.0
Head of Data,EX,250000,US,1.0,250000.0
Head of Data,EX,215000,US,1.0,215000.0
Data Analyst,EN,150000,US,1.0,150000.0
Data Analyst,EN,110000,US,1.0,110000.0
Data Scientist,MI,110000,US,1.0,110000.0
Data Scientist,MI,90000,US,1.0,90000.0
Machine Learning Engineer,MI,200000,US,1.0,200000.0
Machine Learning Engineer,MI,140000,US,1.0,140000.0
Machine Learning Scientist,SE,196350,US,1.0,196350.0
Machine Learning Scientist,SE,127500,US,1.0,127500.0
Data Manager,SE,219600,US,1.0,219600.0
Data Manager,SE,125500,US,1.0,125500.0
AI Product Manager,MI,212000,US,1.0,212000.0
AI Product Manager,MI,93300,US,1.0,93300.0
Data Engineer,MI,140900,US,1.0,140900.0
Data Engineer,MI,104100,US,1.0,104100.0
Data Scientist,SE,193000,US,1.0,193000.0
Data Scientist,SE,147645,US,1.0,147645.0
Data Scientist,MI,207000,US,1.0,207000.0
Data Scientist,MI,150000,US,1.0,150000.0
Data Engineer,SE,150000,US,1.0,150000.0
Data Engineer,SE,120000,US,1.0,120000.0
Research Scientist,SE,180000,US,1.0,180000.0
Research Scientist,SE,148000,US,1.0,148000.0
Data Scientist,MI,160000,US,1.0,160000.0
Data Scientist,MI,120000,US,1.0,120000.0
Data Engineer,EX,204500,US,1.0,204500.0
Data Engineer,EX,130000,US,1.0,130000.0
Robotics Software Engineer,MI,207000,US,1.0,207000.0
Robotics Software Engineer,MI,138000,US,1.0,138000.0
Data Engineer,SE,173000,US,1.0,173000.0
Data Engineer,SE,138400,US,1.0,138400.0
Research Scientist,SE,278700,US,1.0,278700.0
Research Scientist,SE,159300,US,1.0,159300.0
Machine Learning Engineer,SE,215000,US,1.0,215000.0
Machine Learning Engineer,SE,146900,US,1.0,146900.0
Business Intelligence,SE,115000,US,1.0,115000.0
Business Intelligence,SE,100000,US,1.0,100000.0
Data Analyst,SE,106260,US,1.0,106260.0
Data Analyst,SE,82000,US,1.0,82000.0
Data Engineer,SE,220000,US,1.0,220000.0
Data Engineer,SE,190000,US,1.0,190000.0
Data Analyst,MI,150000,US,1.0,150000.0
Data Analyst,MI,110000,US,1.0,110000.0
AI Engineer,MI,145000,US,1.0,145000.0
AI Engineer,MI,95000,US,1.0,95000.0
Data Analyst,MI,92000,US,1.0,92000.0
Data Analyst,MI,68000,US,1.0,68000.0
Research Engineer,SE,300000,GB,0.664153,451703.14671468775
Research Engineer,SE,150000,GB,0.664153,225851.57335734388
Data Engineer,SE,188000,US,1.0,188000.0
Data Engineer,SE,114000,US,1.0,114000.0
Data Scientist,MI,135000,US,1.0,135000.0
Data Scientist,MI,115000,US,1.0,115000.0
Data Scientist,EN,154800,US,1.0,154800.0
Data Scientist,EN,76300,US,1.0,76300.0
AI Engineer,MI,400000,US,1.0,400000.0
AI Engineer,MI,65000,US,1.0,65000.0
Data Scientist,SE,187000,US,1.0,187000.0
Data Scientist,SE,153000,US,1.0,153000.0
Research Scientist,MI,150000,US,1.0,150000.0
Research Scientist,MI,128000,US,1.0,128000.0
AI Engineer,SE,195000,US,1.0,195000.0
AI Engineer,SE,140000,US,1.0,140000.0
Data Engineer,MI,150000,US,1.0,150000.0
Data Engineer,MI,130000,US,1.0,130000.0
Data Scientist,MI,166000,US,1.0,166000.0
Data Scientist,MI,73100,US,1.0,73100.0
Research Analyst,EN,200000,US,1.0,200000.0
Research Analyst,EN,150000,US,1.0,150000.0
Machine Learning Engineer,SE,220000,US,1.0,220000.0
Machine Learning Engineer,SE,137500,US,1.0,137500.0
Data Science,SE,170000,US,1.0,170000.0
Data Science,SE,130000,US,1.0,130000.0
Business Intelligence Analyst,SE,138000,US,1.0,138000.0
Business Intelligence Analyst,SE,86000,US,1.0,86000.0
Business Intelligence Developer,MI,105000,US,1.0,105000.0
Business Intelligence Developer,MI,80000,US,1.0,80000.0
Data Product Manager,MI,96250,US,1.0,96250.0
Data Product Manager,MI,75000,US,1.0,75000.0
AI Architect,SE,197500,US,1.0,197500.0
AI Architect,SE,132500,US,1.0,132500.0
Data Science,EN,90000,US,1.0,90000.0
Data Science,EN,80000,US,1.0,80000.0
Research Scientist,MI,210000,US,1.0,210000.0
Research Scientist,MI,151800,US,1.0,151800.0
Data Science,SE,210000,US,1.0,210000.0
Data Science,SE,170000,US,1.0,170000.0
Data Scientist,SE,175000,US,1.0,175000.0
Data Scientist,SE,150000,US,1.0,150000.0
Machine Learning Engineer,SE,219100,US,1.0,219100.0
Machine Learning Engineer,SE,118500,US,1.0,118500.0
Business Intelligence Lead,SE,175000,US,1.0,175000.0
Business Intelligence Lead,SE,150000,US,1.0,150000.0
Data Architect,SE,164000,US,1.0,164000.0
Data Architect,SE,117000,US,1.0,117000.0
Data Analyst,SE,145000,US,1.0,145000.0
Data Analyst,SE,110000,US,1.0,110000.0
Research Engineer,SE,125000,US,1.0,125000.0
Research Engineer,SE,106000,US,1.0,106000.0
Data Analyst,EN,75065,US,1.0,75065.0
Data Analyst,EN,41419,US,1.0,41419.0
Data Analyst,SE,140000,US,1.0,140000.0
Data Analyst,SE,100000,US,1.0,100000.0
Data Analyst,MI,80000,US,1.0,80000.0
Data Analyst,MI,70000,US,1.0,70000.0
ML Engineer,EX,238500,US,1.0,238500.0
ML Engineer,EX,183400,US,1.0,183400.0
Data Scientist,MI,105000,US,1.0,105000.0
Data Scientist,MI,70000,US,1.0,70000.0
Machine Learning Engineer,SE,225000,US,1.0,225000.0
Machine Learning Engineer,SE,162000,US,1.0,162000.0
Research Scientist,SE,278700,US,1.0,278700.0
Research Scientist,SE,159300,US,1.0,159300.0
Data Engineer,MI,180000,US,1.0,180000.0
Data Engineer,MI,120000,US,1.0,120000.0
Data Scientist,SE,170000,US,1.0,170000.0
Data Scientist,SE,160000,US,1.0,160000.0
Data Operations Associate,EN,72000,US,1.0,72000.0
Data Operations Associate,EN,51375,US,1.0,51375.0
Applied Scientist,SE,260000,US,1.0,260000.0
Applied Scientist,SE,136000,US,1.0,136000.0
Data Engineer,MI,75000,US,1.0,75000.0
Data Engineer,MI,60000,US,1.0,60000.0
Data Engineer,MI,135000,US,1.0,135000.0
Data Engineer,MI,113000,US,1.0,113000.0
Data Engineer,SE,150000,US,1.0,150000.0
Data Engineer,SE,130000,US,1.0,130000.0
Data Science Manager,MI,267100,US,1.0,267100.0
Data Science Manager,MI,188500,US,1.0,188500.0
Data Scientist,SE,207000,US,1.0,207000.0
Data Scientist,SE,149800,US,1.0,149800.0
Data Engineer,MI,270250,US,1.0,270250.0
Data Engineer,MI,176000,US,1.0,176000.0
Machine Learning Engineer,SE,189000,US,1.0,189000.0
Machine Learning Engineer,SE,145400,US,1.0,145400.0
Machine Learning Engineer,MI,133903,US,1.0,133903.0
Machine Learning Engineer,MI,96411,US,1.0,96411.0
Data Scientist,SE,170000,US,1.0,170000.0
Data Scientist,SE,160000,US,1.0,160000.0
Business Intelligence,SE,172800,US,1.0,172800.0
Business Intelligence,SE,132900,US,1.0,132900.0
Research Scientist,MI,165000,US,1.0,165000.0
Research Scientist,MI,150000,US,1.0,150000.0
Data Scientist,SE,145000,US,1.0,145000.0
Data Scientist,SE,116000,US,1.0,116000.0
Data Analyst,MI,98000,US,1.0,98000.0
Data Analyst,MI,88000,US,1.0,88000.0
Data Analyst,MI,150000,US,1.0,150000.0
Data Analyst,MI,130000,US,1.0,130000.0
Data Analyst,SE,174000,US,1.0,174000.0
Data Analyst,SE,116000,US,1.0,116000.0
Data Engineer,SE,188000,US,1.0,188000.0
Data Engineer,SE,144600,US,1.0,144600.0
Analytics Engineer,SE,149500,US,1.0,149500.0
Analytics Engineer,SE,140000,US,1.0,140000.0
Business Intelligence Analyst,EN,100000,US,1.0,100000.0
Business Intelligence Analyst,EN,90000,US,1.0,90000.0
Business Intelligence Engineer,SE,115000,US,1.0,115000.0
Business Intelligence Engineer,SE,85000,US,1.0,85000.0
Data Management Analyst,EN,80000,US,1.0,80000.0
Data Management Analyst,EN,72000,US,1.0,72000.0
Data Analyst,EN,85000,US,1.0,85000.0
Data Analyst,EN,76500,US,1.0,76500.0
Data Analyst,SE,134500,US,1.0,134500.0
Data Analyst,SE,100000,US,1.0,100000.0
Machine Learning Engineer,SE,274000,US,1.0,274000.0
Machine Learning Engineer,SE,245000,US,1.0,245000.0
Business Intelligence Manager,MI,263000,US,1.0,263000.0
Business Intelligence Manager,MI,207000,US,1.0,207000.0
Data Engineer,SE,149076,US,1.0,149076.0
Data Engineer,SE,82365,US,1.0,82365.0
Data Analyst,EN,90000,US,1.0,90000.0
Data Analyst,EN,80000,US,1.0,80000.0
Analytics Engineer,SE,200400,US,1.0,200400.0
Analytics Engineer,SE,154100,US,1.0,154100.0
Research Engineer,SE,310000,US,1.0,310000.0
Research Engineer,SE,270000,US,1.0,270000.0
Data Engineer,MI,115000,US,1.0,115000.0
Data Engineer,MI,80000,US,1.0,80000.0
Data Engineer,SE,144900,US,1.0,144900.0
Data Engineer,SE,110000,US,1.0,110000.0
Research Analyst,EN,84068,US,1.0,84068.0
Research Analyst,EN,49452,US,1.0,49452.0
Machine Learning Engineer,SE,188500,US,1.0,188500.0
Machine Learning Engineer,SE,165100,US,1.0,165100.0
Data Engineer,SE,75000,GB,0.664153,112925.78667867194
Data Engineer,SE,62500,GB,0.664153,94104.82223222661
Data Operations Specialist,MI,132500,US,1.0,132500.0
Data Operations Specialist,MI,88000,US,1.0,88000.0
Data Engineer,MI,179900,US,1.0,179900.0
Data Engineer,MI,142002,US,1.0,142002.0
AI Engineer,SE,287500,US,1.0,287500.0
AI Engineer,SE,168000,US,1.0,168000.0
Data Engineer,SE,220000,US,1.0,220000.0
Data Engineer,SE,137500,US,1.0,137500.0
Data Analyst,SE,96600,US,1.0,96600.0
Data Analyst,SE,55200,US,1.0,55200.0
Data Engineer,SE,194500,US,1.0,194500.0
Data Engineer,SE,146266,US,1.0,146266.0
Data Engineer,SE,194500,US,1.0,194500.0
Data Engineer,SE,146266,US,1.0,146266.0
Data Engineer,MI,146100,US,1.0,146100.0
Data Engineer,MI,111800,US,1.0,111800.0
Data Scientist,MI,145580,US,1.0,145580.0
Data Scientist,MI,97060,US,1.0,97060.0
Business Intelligence Engineer,SE,108500,US,1.0,108500.0
Business Intelligence Engineer,SE,78800,US,1.0,78800.0
Data Operations Analyst,EN,95000,US,1.0,95000.0
Data Operations Analyst,EN,76000,US,1.0,76000.0
Data Engineer,MI,97000,US,1.0,97000.0
Data Engineer,MI,62000,US,1.0,62000.0
Data Architect,SE,234000,US,1.0,234000.0
Data Architect,SE,146000,US,1.0,146000.0
Machine Learning Engineer,MI,177100,US,1.0,177100.0
Machine Learning Engineer,MI,130900,US,1.0,130900.0
BI Developer,MI,106050,US,1.0,106050.0
BI Developer,MI,80420,US,1.0,80420.0
Data Engineer,SE,277000,US,1.0,277000.0
Data Engineer,SE,173000,US,1.0,173000.0
Data Science,MI,220000,US,1.0,220000.0
Data Science,MI,137500,US,1.0,137500.0
Data Engineer,MI,133000,US,1.0,133000.0
Data Engineer,MI,58400,US,1.0,58400.0
Analytics Engineer,MI,80000,US,1.0,80000.0
Analytics Engineer,MI,75000,US,1.0,75000.0
Data Scientist,SE,140000,US,1.0,140000.0
Data Scientist,SE,125000,US,1.0,125000.0
Data Analyst,EN,65000,US,1.0,65000.0
Data Analyst,EN,55000,US,1.0,55000.0
Data Analyst,MI,105000,US,1.0,105000.0
Data Analyst,MI,78000,US,1.0,78000.0
BI Developer,SE,179000,US,1.0,179000.0
BI Developer,SE,112000,US,1.0,112000.0
Data Engineer,MI,166363,US,1.0,166363.0
Data Engineer,MI,103977,US,1.0,103977.0
Data Scientist,MI,130000,US,1.0,130000.0
Data Scientist,MI,95000,US,1.0,95000.0
Data Engineer,SE,214300,US,1.0,214300.0
Data Engineer,SE,108500,US,1.0,108500.0
Applied Scientist,SE,266482,US,1.0,266482.0
Applied Scientist,SE,166551,US,1.0,166551.0
Business Intelligence Developer,MI,90279,US,1.0,90279.0
Business Intelligence Developer,MI,67060,US,1.0,67060.0
AI Scientist,SE,190000,US,1.0,190000.0
AI Scientist,SE,160000,US,1.0,160000.0
Data Scientist,MI,212800,US,1.0,212800.0
Data Scientist,MI,111600,US,1.0,111600.0
Data Modeler,SE,130000,US,1.0,130000.0
Data Modeler,SE,110000,US,1.0,110000.0
Data Engineer,SE,190100,US,1.0,190100.0
Data Engineer,SE,131414,US,1.0,131414.0
Machine Learning Engineer,SE,284400,US,1.0,284400.0
Machine Learning Engineer,SE,150700,US,1.0,150700.0
Analytics Engineer,MI,145000,US,1.0,145000.0
Analytics Engineer,MI,104000,US,1.0,104000.0
Data Engineer,SE,165000,US,1.0,165000.0
Data Engineer,SE,132000,US,1.0,132000.0
Data Engineer,SE,234000,US,1.0,234000.0
Data Engineer,SE,117000,US,1.0,117000.0
Data Engineer,MI,215500,US,1.0,215500.0
Data Engineer,MI,121800,US,1.0,121800.0
Data Engineer,MI,165000,US,1.0,165000.0
Data Engineer,MI,140250,US,1.0,140250.0
Analytics Engineer,MI,164850,US,1.0,164850.0
Analytics Engineer,MI,112000,US,1.0,112000.0
Data Engineer,SE,295000,US,1.0,295000.0
Data Engineer,SE,235000,US,1.0,235000.0
Business Intelligence,MI,150000,US,1.0,150000.0
Business Intelligence,MI,100000,US,1.0,100000.0
Data Integration Specialist,MI,93750,GB,0.664153,141157.2333483399
Data Integration Specialist,MI,68750,GB,0.664153,103515.30445544927
Data Analyst,EN,120000,US,1.0,120000.0
Data Analyst,EN,97500,US,1.0,97500.0
Computer Vision Engineer,SE,220000,US,1.0,220000.0
Computer Vision Engineer,SE,183000,US,1.0,183000.0
Data Engineer,MI,205600,US,1.0,205600.0
Data Engineer,MI,105700,US,1.0,105700.0
Data Engineer,SE,240500,US,1.0,240500.0
Data Engineer,SE,123700,US,1.0,123700.0
Data Infrastructure Engineer,SE,179900,US,1.0,179900.0
Data Infrastructure Engineer,SE,135920,US,1.0,135920.0
Data Manager,MI,83300,US,1.0,83300.0
Data Manager,MI,47500,US,1.0,47500.0
Data Manager,SE,96600,US,1.0,96600.0
Data Manager,SE,55200,US,1.0,55200.0
Data Science,EN,86900,US,1.0,86900.0
Data Science,EN,60800,US,1.0,60800.0
Machine Learning Scientist,SE,140000,US,1.0,140000.0
Machine Learning Scientist,SE,90000,US,1.0,90000.0
Research Engineer,SE,234000,US,1.0,234000.0
Research Engineer,SE,146000,US,1.0,146000.0
Business Intelligence,SE,193000,US,1.0,193000.0
Business Intelligence,SE,119000,US,1.0,119000.0
Data Scientist,SE,215000,US,1.0,215000.0
Data Scientist,SE,146900,US,1.0,146900.0
Applied Scientist,EN,166000,US,1.0,166000.0
Applied Scientist,EN,104000,US,1.0,104000.0
Data Engineer,MI,140000,US,1.0,140000.0
Data Engineer,MI,70000,US,1.0,70000.0
Data Engineer,MI,124000,US,1.0,124000.0
Data Engineer,MI,80000,US,1.0,80000.0
Data Scientist,MI,133000,US,1.0,133000.0
Data Scientist,MI,58400,US,1.0,58400.0
Data Manager,SE,149000,DE,0.700862,212595.34687285087
Data Manager,SE,65300,DE,0.700862,93170.9808778333
Research Engineer,SE,120000,US,1.0,120000.0
Research Engineer,SE,100000,US,1.0,100000.0
Machine Learning Engineer,SE,182000,US,1.0,182000.0
Machine Learning Engineer,SE,164000,US,1.0,164000.0
Data Integration Engineer,MI,161250,US,1.0,161250.0
Data Integration Engineer,MI,132974,US,1.0,132974.0
Data Integration Engineer,MI,161250,US,1.0,161250.0
Data Integration Engineer,MI,132974,US,1.0,132974.0
Data Engineer,SE,112500,GB,0.664153,169388.6800180079
Data Engineer,SE,61875,GB,0.664153,93163.77400990434
Data Analyst,SE,140000,US,1.0,140000.0
Data Analyst,SE,115000,US,1.0,115000.0
Data Scientist,SE,155000,US,1.0,155000.0
Data Scientist,SE,100000,US,1.0,100000.0
Research Engineer,MI,440000,US,1.0,440000.0
Research Engineer,MI,295000,US,1.0,295000.0
Data Scientist,SE,50000,GB,0.664153,75283.85778578129
Data Scientist,SE,31250,GB,0.664153,47052.411116113304
Research Engineer,MI,135000,US,1.0,135000.0
Research Engineer,MI,120000,US,1.0,120000.0
Data Scientist,MI,155000,US,1.0,155000.0
Data Scientist,MI,139000,US,1.0,139000.0
Data Analyst,SE,185000,US,1.0,185000.0
Data Analyst,SE,140000,US,1.0,140000.0
Data Engineer,MI,50000,GB,0.664153,75283.85778578129
Data Engineer,MI,50000,GB,0.664153,75283.85778578129
Analytics Engineer,SE,720000,US,1.0,720000.0
Analytics Engineer,SE,170000,US,1.0,170000.0
Business Intelligence Engineer,SE,165600,US,1.0,165600.0
Business Intelligence Engineer,SE,65800,US,1.0,65800.0
Data Analyst,MI,167000,US,1.0,167000.0
Data Analyst,MI,121000,US,1.0,121000.0
AI Architect,SE,208000,US,1.0,208000.0
AI Architect,SE,177000,US,1.0,177000.0
Data Engineer,SE,180000,US,1.0,180000.0
Data Engineer,SE,119000,US,1.0,119000.0
Data Science,SE,227000,US,1.0,227000.0
Data Science,SE,116000,US,1.0,116000.0
Data Integration Engineer,MI,130000,US,1.0,130000.0
Data Integration Engineer,MI,110000,US,1.0,110000.0
Analytics Engineer,MI,220000,US,1.0,220000.0
Analytics Engineer,MI,176000,US,1.0,176000.0
Research Scientist,SE,440000,US,1.0,440000.0
Research Scientist,SE,360000,US,1.0,360000.0
Data Analyst,MI,180000,US,1.0,180000.0
Data Analyst,MI,140000,US,1.0,140000.0
Data Analytics Lead,SE,155000,US,1.0,155000.0
Data Analytics Lead,SE,130000,US,1.0,130000.0
Data Analytics Lead,SE,215000,US,1.0,215000.0
Data Analytics Lead,SE,155000,US,1.0,155000.0
Data Scientist,SE,130000,US,1.0,130000.0
Data Scientist,SE,120000,US,1.0,120000.0
Data Scientist,SE,135000,US,1.0,135000.0
Data Scientist,SE,115000,US,1.0,115000.0
Head of Machine Learning,EX,448000,US,1.0,448000.0
Head of Machine Learning,EX,373000,US,1.0,373000.0
Machine Learning Engineer,SE,195500,US,1.0,195500.0
Machine Learning Engineer,SE,141300,US,1.0,141300.0
Data Engineer,MI,110000,US,1.0,110000.0
Data Engineer,MI,90000,US,1.0,90000.0
Data Analyst,EN,70000,US,1.0,70000.0
Data Analyst,EN,57000,US,1.0,57000.0
Data Scientist,SE,191027,US,1.0,191027.0
Data Scientist,SE,99445,US,1.0,99445.0
Data Engineer,SE,130000,US,1.0,130000.0
Data Engineer,SE,110000,US,1.0,110000.0
Data Scientist,MI,166000,US,1.0,166000.0
Data Scientist,MI,73100,US,1.0,73100.0
Data Scientist,SE,204200,US,1.0,204200.0
Data Scientist,SE,122600,US,1.0,122600.0
Data Science,EN,110400,US,1.0,110400.0
Data Science,EN,68000,US,1.0,68000.0
Data Analyst,SE,120000,US,1.0,120000.0
Data Analyst,SE,100000,US,1.0,100000.0
Data Science,MI,179000,US,1.0,179000.0
Data Science,MI,106500,US,1.0,106500.0
Data Engineer,EN,115000,US,1.0,115000.0
Data Engineer,EN,87550,US,1.0,87550.0
Data Analytics Lead,SE,398900,US,1.0,398900.0
Data Analytics Lead,SE,239300,US,1.0,239300.0
Head of Machine Learning,EX,438000,US,1.0,438000.0
Head of Machine Learning,EX,245000,US,1.0,245000.0
Data Scientist,SE,190000,US,1.0,190000.0
Data Scientist,SE,105301,US,1.0,105301.0
Data Architect,SE,150000,GB,0.664153,225851.57335734388
Data Architect,SE,112500,GB,0.664153,169388.6800180079
Research Scientist,SE,340000,US,1.0,340000.0
Research Scientist,SE,180000,US,1.0,180000.0
Machine Learning Engineer,SE,324000,US,1.0,324000.0
Machine Learning Engineer,SE,159000,US,1.0,159000.0
Data Analyst,MI,95000,US,1.0,95000.0
Data Analyst,MI,65000,US,1.0,65000.0
Data Analyst,SE,120000,US,1.0,120000.0
Data Analyst,SE,110000,US,1.0,110000.0
Data Analyst,EN,90000,US,1.0,90000.0
Data Analyst,EN,70000,US,1.0,70000.0
Data Scientist,SE,175000,US,1.0,175000.0
Data Scientist,SE,105000,US,1.0,105000.0
Data Scientist,MI,166000,US,1.0,166000.0
Data Scientist,MI,73100,US,1.0,73100.0
Analytics Engineer,MI,221500,US,1.0,221500.0
Analytics Engineer,MI,153000,US,1.0,153000.0
