job_title,experience_level,salary_in_usd,employee_residence,ppp_2024,salary_ppp_adjusted
Machine Learning Engineer,SE,267720,US,1.0,267720.0
Data Engineer,MI,190000,US,1.0,190000.0
Data Engineer,MI,130000,US,1.0,130000.0
Data Engineer,SE,160000,US,1.0,160000.0
Data Engineer,SE,130000,US,1.0,130000.0
Data Engineer,MI,150000,US,1.0,150000.0
Data Engineer,MI,50000,US,1.0,50000.0
Analytics Engineer,MI,172200,US,1.0,172200.0
Analytics Engineer,MI,131200,US,1.0,131200.0
Data Strategy Manager,SE,250000,US,1.0,250000.0
Data Strategy Manager,SE,100000,US,1.0,100000.0
Data Engineer,SE,178000,US,1.0,178000.0
Data Engineer,SE,165000,US,1.0,165000.0
Business Intelligence Engineer,SE,202800,US,1.0,202800.0
Business Intelligence Engineer,SE,104300,US,1.0,104300.0
Data Analyst,SE,155000,US,1.0,155000.0
Data Analyst,SE,120000,US,1.0,120000.0
Data Analyst,SE,280000,US,1.0,280000.0
Data Analyst,SE,200000,US,1.0,200000.0
Data Engineer,SE,184000,US,1.0,184000.0
Data Engineer,SE,123000,US,1.0,123000.0
Business Intelligence Engineer,SE,202800,US,1.0,202800.0
Business Intelligence Engineer,SE,104300,US,1.0,104300.0
Data Manager,MI,73824,GB,0.664153,111155.11034355036
Data Manager,MI,67672,GB,0.664153,101892.18448158783
Data Scientist,SE,290000,US,1.0,290000.0
Data Scientist,SE,173200,US,1.0,173200.0
Data Scientist,SE,235000,US,1.0,235000.0
Data Scientist,SE,204000,US,1.0,204000.0
Machine Learning Scientist,SE,300000,US,1.0,300000.0
Machine Learning Scientist,SE,222000,US,1.0,222000.0
Analytics Engineer,SE,160000,US,1.0,160000.0
Analytics Engineer,SE,136000,US,1.0,136000.0
Data Architect,SE,206000,US,1.0,206000.0
Data Architect,SE,134000,US,1.0,134000.0
Machine Learning Engineer,SE,287500,US,1.0,287500.0
Machine Learning Engineer,SE,212500,US,1.0,212500.0
Machine Learning Engineer,SE,190027,US,1.0,190027.0
Machine Learning Engineer,SE,152022,US,1.0,152022.0
Data Engineer,MI,130000,US,1.0,130000.0
Data Engineer,MI,100000,US,1.0,100000.0
Data Engineer,MI,250000,US,1.0,250000.0
Data Engineer,MI,125000,US,1.0,125000.0
Data Analyst,EN,80000,US,1.0,80000.0
Data Analyst,EN,50000,US,1.0,50000.0
Machine Learning Engineer,SE,198000,US,1.0,198000.0
Machine Learning Engineer,SE,132000,US,1.0,132000.0
Business Intelligence Engineer,SE,125000,US,1.0,125000.0
Business Intelligence Engineer,SE,115000,US,1.0,115000.0
Data Engineer,SE,184000,US,1.0,184000.0
Data Engineer,SE,123000,US,1.0,123000.0
Data Manager,SE,145000,US,1.0,145000.0
Data Manager,SE,130000,US,1.0,130000.0
Machine Learning Engineer,SE,170700,US,1.0,170700.0
Machine Learning Engineer,SE,113900,US,1.0,113900.0
Data Engineer,SE,184000,US,1.0,184000.0
Data Engineer,SE,123000,US,1.0,123000.0
Machine Learning Engineer,SE,280000,US,1.0,280000.0
Machine Learning Engineer,SE,200000,US,1.0,200000.0
Data Engineer,SE,185000,US,1.0,185000.0
Data Engineer,SE,81000,US,1.0,81000.0
Machine Learning Engineer,SE,220000,US,1.0,220000.0
Machine Learning Engineer,SE,80000,US,1.0,80000.0
Data Scientist,SE,185000,US,1.0,185000.0
Data Scientist,SE,123000,US,1.0,123000.0
Data Manager,EX,80000,US,1.0,80000.0
Data Manager,EX,75000,US,1.0,75000.0
Research Scientist,MI,150000,US,1.0,150000.0
Research Scientist,MI,130000,US,1.0,130000.0
Data Analyst,MI,53000,US,1.0,53000.0
Data Analyst,MI,48000,US,1.0,48000.0
Analytics Engineer,MI,369120,GB,0.664153,555775.5517177518
Analytics Engineer,MI,73824,GB,0.664153,111155.11034355036
Data Scientist,MI,150000,US,1.0,150000.0
Data Scientist,MI,125000,US,1.0,125000.0
Data Scientist,SE,150000,US,1.0,150000.0
Data Scientist,SE,130000,US,1.0,130000.0
Data Engineer,MI,70748,GB,0.664153,106523.64741256909
Data Engineer,MI,67056,GB,0.664153,100964.687353667
Data Engineer,SE,190000,US,1.0,190000.0
Data Engineer,SE,170000,US,1.0,170000.0
Data Analyst,SE,125000,US,1.0,125000.0
Data Analyst,SE,115000,US,1.0,115000.0
Data Engineer,SE,130000,US,1.0,130000.0
Data Engineer,SE,101570,US,1.0,101570.0
Data Engineer,MI,150000,US,1.0,150000.0
Data Engineer,MI,115000,US,1.0,115000.0
Data Engineer,SE,184000,US,1.0,184000.0
Data Engineer,SE,123000,US,1.0,123000.0
Computer Vision Engineer,SE,194000,US,1.0,194000.0
Computer Vision Engineer,SE,175000,US,1.0,175000.0
Data Analyst,SE,185000,US,1.0,185000.0
Data Analyst,SE,160000,US,1.0,160000.0
Data Engineer,SE,185000,US,1.0,185000.0
Data Engineer,SE,50000,US,1.0,50000.0
Data Manager,EX,80000,US,1.0,80000.0
Data Manager,EX,70000,US,1.0,70000.0
Machine Learning Engineer,SE,254000,US,1.0,254000.0
Machine Learning Engineer,SE,200000,US,1.0,200000.0
Data Engineer,EN,130916,US,1.0,130916.0
Data Engineer,EN,120000,US,1.0,120000.0
Data Scientist,SE,160000,US,1.0,160000.0
Data Scientist,SE,130000,US,1.0,130000.0
Applied Scientist,SE,218213,US,1.0,218213.0
Applied Scientist,SE,178538,US,1.0,178538.0
Applied Scientist,MI,222200,US,1.0,222200.0
Applied Scientist,MI,136000,US,1.0,136000.0
Data Scientist,SE,316000,US,1.0,316000.0
Data Scientist,SE,202000,US,1.0,202000.0
Applied Scientist,MI,222200,US,1.0,222200.0
Applied Scientist,MI,136000,US,1.0,136000.0
Data Scientist,SE,189750,US,1.0,189750.0
Data Scientist,SE,119213,US,1.0,119213.0
Analytics Engineer,SE,162000,US,1.0,162000.0
Analytics Engineer,SE,130000,US,1.0,130000.0
Data Visualization Specialist,SE,170200,US,1.0,170200.0
Data Visualization Specialist,SE,83900,US,1.0,83900.0
Business Intelligence Engineer,SE,202800,US,1.0,202800.0
Business Intelligence Engineer,SE,104300,US,1.0,104300.0
Machine Learning Engineer,SE,250944,US,1.0,250944.0
Machine Learning Engineer,SE,205318,US,1.0,205318.0
Data Engineer,SE,155000,US,1.0,155000.0
Data Engineer,SE,125000,US,1.0,125000.0
Data Scientist,SE,135000,US,1.0,135000.0
Data Scientist,SE,114000,US,1.0,114000.0
Data Scientist,SE,218213,US,1.0,218213.0
Data Scientist,SE,178538,US,1.0,178538.0
Research Scientist,SE,240000,US,1.0,240000.0
Research Scientist,SE,163200,US,1.0,163200.0
Machine Learning Engineer,SE,258800,US,1.0,258800.0
Machine Learning Engineer,SE,199200,US,1.0,199200.0
Data Scientist,SE,215625,US,1.0,215625.0
Data Scientist,SE,159375,US,1.0,159375.0
ML Engineer,MI,155000,US,1.0,155000.0
ML Engineer,MI,125000,US,1.0,125000.0
Data Engineer,SE,170000,US,1.0,170000.0
Data Engineer,SE,100000,US,1.0,100000.0
Machine Learning Engineer,SE,234000,US,1.0,234000.0
Machine Learning Engineer,SE,208000,US,1.0,208000.0
Research Engineer,SE,203000,US,1.0,203000.0
Research Engineer,SE,133000,US,1.0,133000.0
Data Science Manager,SE,272400,US,1.0,272400.0
Data Science Manager,SE,140100,US,1.0,140100.0
Data Engineer,SE,282000,US,1.0,282000.0
Data Engineer,SE,208000,US,1.0,208000.0
Data Analyst,SE,93919,US,1.0,93919.0
Data Analyst,SE,51962,US,1.0,51962.0
Data Scientist,SE,211000,US,1.0,211000.0
Data Scientist,SE,185000,US,1.0,185000.0
BI Analyst,SE,118800,US,1.0,118800.0
BI Analyst,SE,75000,US,1.0,75000.0
Machine Learning Engineer,SE,159350,US,1.0,159350.0
Machine Learning Engineer,SE,130100,US,1.0,130100.0
Data Scientist,SE,262000,US,1.0,262000.0
Data Scientist,SE,245000,US,1.0,245000.0
Data Scientist,SE,190000,US,1.0,190000.0
Data Scientist,SE,150000,US,1.0,150000.0
Analytics Engineer,SE,205218,US,1.0,205218.0
Analytics Engineer,SE,136743,US,1.0,136743.0
Research Analyst,SE,185000,US,1.0,185000.0
Research Analyst,SE,94600,US,1.0,94600.0
Research Analyst,SE,160000,US,1.0,160000.0
Research Analyst,SE,107000,US,1.0,107000.0
Machine Learning Engineer,SE,264400,US,1.0,264400.0
Machine Learning Engineer,SE,176300,US,1.0,176300.0
Research Analyst,SE,160000,US,1.0,160000.0
Research Analyst,SE,107000,US,1.0,107000.0
Research Scientist,SE,275000,US,1.0,275000.0
Research Scientist,SE,175000,US,1.0,175000.0
ML Engineer,EN,76000,US,1.0,76000.0
Data Analyst,EN,80800,US,1.0,80800.0
Data Analyst,EN,53800,US,1.0,53800.0
Business Intelligence Analyst,MI,150000,US,1.0,150000.0
Business Intelligence Analyst,MI,125000,US,1.0,125000.0
Data Scientist,SE,210000,US,1.0,210000.0
Data Scientist,SE,180000,US,1.0,180000.0
Data Engineer,SE,210000,US,1.0,210000.0
Data Engineer,SE,155000,US,1.0,155000.0
Data Scientist,SE,169500,US,1.0,169500.0
Data Scientist,SE,138000,US,1.0,138000.0
Data Engineer,SE,226700,US,1.0,226700.0
Data Engineer,SE,133300,US,1.0,133300.0
Research Scientist,SE,278700,US,1.0,278700.0
Research Scientist,SE,159300,US,1.0,159300.0
AI Engineer,MI,180000,US,1.0,180000.0
AI Engineer,MI,120000,US,1.0,120000.0
Business Intelligence Engineer,SE,125000,US,1.0,125000.0
Business Intelligence Engineer,SE,115000,US,1.0,115000.0
Data Science Manager,SE,297300,US,1.0,297300.0
Data Science Manager,SE,198200,US,1.0,198200.0
Data Scientist,SE,204500,US,1.0,204500.0
Data Scientist,SE,138900,US,1.0,138900.0
Data Manager,SE,110400,US,1.0,110400.0
Data Manager,SE,68000,US,1.0,68000.0
Data Scientist,MI,260600,US,1.0,260600.0
Data Scientist,MI,170500,US,1.0,170500.0
Data Integration Specialist,EN,63750,US,1.0,63750.0
Data Integration Specialist,EN,46400,US,1.0,46400.0
Data Scientist,SE,214872,US,1.0,214872.0
Data Scientist,SE,186846,US,1.0,186846.0
Data Analyst,MI,95000,US,1.0,95000.0
Data Analyst,MI,70600,US,1.0,70600.0
Data Analyst,MI,149500,US,1.0,149500.0
Data Analyst,MI,127075,US,1.0,127075.0
Data Engineer,SE,162000,US,1.0,162000.0
Data Engineer,SE,111000,US,1.0,111000.0
Machine Learning Scientist,SE,280000,US,1.0,280000.0
Machine Learning Scientist,SE,182750,US,1.0,182750.0
Research Scientist,SE,212800,US,1.0,212800.0
Research Scientist,SE,124100,US,1.0,124100.0
Research Engineer,SE,196000,US,1.0,196000.0
Research Engineer,SE,142600,US,1.0,142600.0
Business Intelligence Engineer,SE,185000,US,1.0,185000.0
Business Intelligence Engineer,SE,79600,US,1.0,79600.0
Data Architect,SE,193000,US,1.0,193000.0
Data Architect,SE,110000,US,1.0,110000.0
Data Scientist,SE,245000,US,1.0,245000.0
Data Scientist,SE,185000,US,1.0,185000.0
Data Engineer,MI,154000,US,1.0,154000.0
Data Engineer,MI,103000,US,1.0,103000.0
Data Analyst,SE,80000,US,1.0,80000.0
Data Analyst,SE,70000,US,1.0,70000.0
Data Engineer,EX,250000,US,1.0,250000.0
Data Engineer,EX,225000,US,1.0,225000.0
Data Analyst,SE,90000,US,1.0,90000.0
Data Analyst,SE,80000,US,1.0,80000.0
Data Analyst,MI,61520,GB,0.664153,92629.2586196253
Data Analyst,MI,49216,GB,0.664153,74103.40689570025
Data Engineer,SE,205000,US,1.0,205000.0
Data Engineer,SE,167500,US,1.0,167500.0
Data Scientist,SE,202600,US,1.0,202600.0
Data Scientist,SE,168800,US,1.0,168800.0
Data Scientist,SE,164000,US,1.0,164000.0
Data Scientist,SE,130000,US,1.0,130000.0
Data Scientist,SE,168000,US,1.0,168000.0
Data Scientist,SE,130000,US,1.0,130000.0
Data Engineer,SE,185900,US,1.0,185900.0
Data Engineer,SE,129300,US,1.0,129300.0
Machine Learning Engineer,SE,297300,US,1.0,297300.0
Machine Learning Engineer,SE,198200,US,1.0,198200.0
Machine Learning Engineer,SE,190000,US,1.0,190000.0
Machine Learning Engineer,SE,156000,US,1.0,156000.0
Machine Learning Engineer,SE,205000,US,1.0,205000.0
Machine Learning Engineer,SE,152000,US,1.0,152000.0
Data Science Practitioner,SE,196500,US,1.0,196500.0
Data Science Practitioner,SE,97300,US,1.0,97300.0
Machine Learning Engineer,SE,260000,US,1.0,260000.0
Machine Learning Engineer,SE,192000,US,1.0,192000.0
Applied Scientist,SE,216000,US,1.0,216000.0
Applied Scientist,SE,184000,US,1.0,184000.0
Machine Learning Engineer,SE,192000,US,1.0,192000.0
Machine Learning Engineer,SE,164000,US,1.0,164000.0
Machine Learning Engineer,SE,227700,US,1.0,227700.0
Machine Learning Engineer,SE,154836,US,1.0,154836.0
Data Scientist,SE,160000,US,1.0,160000.0
Data Scientist,SE,140000,US,1.0,140000.0
Data Scientist,SE,168000,US,1.0,168000.0
Data Scientist,SE,130000,US,1.0,130000.0
Machine Learning Engineer,MI,285000,US,1.0,285000.0
Machine Learning Engineer,MI,190000,US,1.0,190000.0
Research Scientist,MI,405000,US,1.0,405000.0
Research Scientist,MI,270000,US,1.0,270000.0
Data Engineer,MI,214300,US,1.0,214300.0
Data Engineer,MI,108500,US,1.0,108500.0
Data Scientist,MI,145000,US,1.0,145000.0
Data Scientist,MI,115000,US,1.0,115000.0
Data Science Engineer,MI,130000,US,1.0,130000.0
Data Science Engineer,MI,113000,US,1.0,113000.0
Data Scientist,SE,194500,US,1.0,194500.0
Data Scientist,SE,110250,US,1.0,110250.0
Data Scientist,SE,295000,US,1.0,295000.0
Data Scientist,SE,177300,US,1.0,177300.0
Data Analyst,MI,55368,GB,0.664153,83366.33275766276
Data Analyst,MI,44294,GB,0.664153,66692.46393526792
Data Scientist,SE,136000,US,1.0,136000.0
Data Scientist,SE,104000,US,1.0,104000.0
Applied Scientist,MI,222200,US,1.0,222200.0
Applied Scientist,MI,136000,US,1.0,136000.0
Applied Scientist,SE,192000,US,1.0,192000.0
Applied Scientist,SE,164000,US,1.0,164000.0
Data Engineer,EN,220000,US,1.0,220000.0
Data Engineer,EN,187000,US,1.0,187000.0
Director of Data Science,EX,353200,US,1.0,353200.0
Director of Data Science,EX,249300,US,1.0,249300.0
Data Analyst,SE,85000,US,1.0,85000.0
Data Analyst,SE,79000,US,1.0,79000.0
Machine Learning Engineer,SE,214500,US,1.0,214500.0
Machine Learning Engineer,SE,132600,US,1.0,132600.0
Data Engineer,SE,131000,US,1.0,131000.0
Data Engineer,SE,130000,US,1.0,130000.0
Data Scientist,SE,153600,US,1.0,153600.0
Data Scientist,SE,106800,US,1.0,106800.0
Applied Scientist,SE,220000,US,1.0,220000.0
Applied Scientist,SE,163000,US,1.0,163000.0
Data Scientist,SE,168000,US,1.0,168000.0
Data Scientist,SE,130000,US,1.0,130000.0
Data Scientist,SE,107400,US,1.0,107400.0
Data Scientist,SE,101500,US,1.0,101500.0
Data Manager,EX,80000,US,1.0,80000.0
Data Manager,EX,70000,US,1.0,70000.0
Research Scientist,MI,300000,US,1.0,300000.0
Research Scientist,MI,100000,US,1.0,100000.0
Data Architect,SE,175000,US,1.0,175000.0
Data Architect,SE,135000,US,1.0,135000.0
Data Scientist,SE,164000,US,1.0,164000.0
Data Scientist,SE,130000,US,1.0,130000.0
Data Scientist,SE,300000,US,1.0,300000.0
Data Scientist,SE,211000,US,1.0,211000.0
Machine Learning Engineer,SE,276000,US,1.0,276000.0
Machine Learning Engineer,SE,184000,US,1.0,184000.0
Data Analyst,MI,115000,US,1.0,115000.0
Data Analyst,MI,110000,US,1.0,110000.0
Data Engineer,SE,139810,US,1.0,139810.0
Data Engineer,SE,95325,US,1.0,95325.0
Data Analyst,SE,167000,US,1.0,167000.0
Data Analyst,SE,150000,US,1.0,150000.0
Data Engineer,SE,144000,US,1.0,144000.0
Data Engineer,SE,96000,US,1.0,96000.0
Data Engineer,SE,140000,US,1.0,140000.0
Data Engineer,SE,125000,US,1.0,125000.0
Analytics Engineer,SE,145000,US,1.0,145000.0
Analytics Engineer,SE,116000,US,1.0,116000.0
Data Scientist,SE,161000,US,1.0,161000.0
Data Scientist,SE,116300,US,1.0,116300.0
Data Analyst,SE,140000,US,1.0,140000.0
Data Analyst,SE,125000,US,1.0,125000.0
Data Architect,SE,175564,US,1.0,175564.0
Data Architect,SE,144854,US,1.0,144854.0
Machine Learning Engineer,SE,225000,US,1.0,225000.0
Machine Learning Engineer,SE,166000,US,1.0,166000.0
Analytics Engineer,SE,190000,US,1.0,190000.0
Analytics Engineer,SE,150000,US,1.0,150000.0
Machine Learning Engineer,SE,225000,US,1.0,225000.0
Machine Learning Engineer,SE,166000,US,1.0,166000.0
Data Scientist,SE,151300,US,1.0,151300.0
Data Scientist,SE,126100,US,1.0,126100.0
Research Engineer,SE,190000,US,1.0,190000.0
Research Engineer,SE,152000,US,1.0,152000.0
Data Scientist,SE,202600,US,1.0,202600.0
Data Scientist,SE,168800,US,1.0,168800.0
Machine Learning Engineer,SE,190000,US,1.0,190000.0
Machine Learning Engineer,SE,150000,US,1.0,150000.0
Data Analyst,EX,180000,US,1.0,180000.0
Data Analyst,EX,125000,US,1.0,125000.0
Business Intelligence Analyst,SE,113000,US,1.0,113000.0
Business Intelligence Analyst,SE,90400,US,1.0,90400.0
Business Intelligence Engineer,SE,204300,US,1.0,204300.0
Business Intelligence Engineer,SE,139000,US,1.0,139000.0
Data Engineer,SE,282000,US,1.0,282000.0
Data Engineer,SE,208000,US,1.0,208000.0
Data Engineer,SE,185000,US,1.0,185000.0
Data Engineer,SE,124000,US,1.0,124000.0
Research Scientist,SE,240000,US,1.0,240000.0
Research Scientist,SE,157000,US,1.0,157000.0
Machine Learning Engineer,SE,212800,US,1.0,212800.0
Machine Learning Engineer,SE,111600,US,1.0,111600.0
Data Architect,SE,183000,US,1.0,183000.0
Data Architect,SE,147000,US,1.0,147000.0
Data Engineer,SE,169000,US,1.0,169000.0
Data Engineer,SE,91000,US,1.0,91000.0
Data Architect,SE,210000,US,1.0,210000.0
Data Architect,SE,160000,US,1.0,160000.0
Data Analyst,MI,70900,US,1.0,70900.0
Data Analyst,MI,49000,US,1.0,49000.0
Data Architect,SE,193000,US,1.0,193000.0
Data Architect,SE,128000,US,1.0,128000.0
Data Scientist,SE,168000,US,1.0,168000.0
Data Scientist,SE,130000,US,1.0,130000.0
Data Engineer,MI,154000,US,1.0,154000.0
Data Engineer,MI,103000,US,1.0,103000.0
Data Analyst,SE,93918,US,1.0,93918.0
Data Analyst,SE,51962,US,1.0,51962.0
Data Scientist,SE,180000,US,1.0,180000.0
Data Scientist,SE,160000,US,1.0,160000.0
Data Scientist,SE,140000,US,1.0,140000.0
Data Scientist,SE,140000,US,1.0,140000.0
Data Scientist,SE,215000,US,1.0,215000.0
Data Scientist,SE,160000,US,1.0,160000.0
Data Engineer,EX,174500,US,1.0,174500.0
Data Engineer,EX,113000,US,1.0,113000.0
Data Analyst,SE,125000,US,1.0,125000.0
Data Analyst,SE,80000,US,1.0,80000.0
Data Engineer,SE,145000,US,1.0,145000.0
Data Engineer,SE,115000,US,1.0,115000.0
Machine Learning Engineer,SE,260000,US,1.0,260000.0
Machine Learning Engineer,SE,160000,US,1.0,160000.0
Data Scientist,SE,202000,US,1.0,202000.0
Data Scientist,SE,140000,US,1.0,140000.0
Machine Learning Engineer,SE,250000,US,1.0,250000.0
Machine Learning Engineer,SE,140000,US,1.0,140000.0
Data Science Manager,SE,204000,US,1.0,204000.0
Data Science Manager,SE,127500,US,1.0,127500.0
Data Analyst,SE,145500,US,1.0,145500.0
Data Analyst,SE,108000,US,1.0,108000.0
Data Engineer,SE,206000,US,1.0,206000.0
Data Engineer,SE,175100,US,1.0,175100.0
Data Analyst,SE,122500,US,1.0,122500.0
Data Analyst,SE,82500,US,1.0,82500.0
Data Manager,SE,110400,US,1.0,110400.0
Data Manager,SE,68000,US,1.0,68000.0
Data Scientist,SE,190000,US,1.0,190000.0
Data Scientist,SE,160000,US,1.0,160000.0
Data Analyst,SE,95000,US,1.0,95000.0
Data Analyst,SE,75000,US,1.0,75000.0
Data Scientist,SE,136000,US,1.0,136000.0
Data Scientist,SE,104000,US,1.0,104000.0
Data Analyst,MI,130000,US,1.0,130000.0
Data Analyst,MI,105000,US,1.0,105000.0
Data Engineer,MI,154000,US,1.0,154000.0
Data Engineer,MI,103000,US,1.0,103000.0
Director of Data Science,MI,217000,US,1.0,217000.0
Director of Data Science,MI,192000,US,1.0,192000.0
Data Engineer,SE,170000,US,1.0,170000.0
Data Engineer,SE,100000,US,1.0,100000.0
Data Specialist,SE,90000,US,1.0,90000.0
Data Specialist,SE,60000,US,1.0,60000.0
AI Engineer,SE,350000,US,1.0,350000.0
AI Engineer,SE,168000,US,1.0,168000.0
Data Science Manager,SE,234900,US,1.0,234900.0
Data Science Manager,SE,113500,US,1.0,113500.0
Data Engineer,SE,385000,US,1.0,385000.0
Data Engineer,SE,245000,US,1.0,245000.0
Data Engineer,SE,255000,US,1.0,255000.0
Data Engineer,SE,255000,US,1.0,255000.0
Data Visualization Engineer,SE,170200,US,1.0,170200.0
Data Visualization Engineer,SE,83900,US,1.0,83900.0
Data Science Practitioner,SE,170200,US,1.0,170200.0
Data Science Practitioner,SE,83900,US,1.0,83900.0
Data Engineer,SE,202500,US,1.0,202500.0
Data Engineer,SE,177500,US,1.0,177500.0
Data Scientist,SE,308000,US,1.0,308000.0
Data Scientist,SE,144000,US,1.0,144000.0
Data Engineer,SE,130000,US,1.0,130000.0
Data Engineer,SE,101570,US,1.0,101570.0
Data Engineer,SE,300000,US,1.0,300000.0
Data Engineer,SE,150000,US,1.0,150000.0
Applied Scientist,SE,222200,US,1.0,222200.0
Applied Scientist,SE,136000,US,1.0,136000.0
Data Manager,SE,145000,US,1.0,145000.0
Data Manager,SE,130000,US,1.0,130000.0
Data Modeler,SE,155000,US,1.0,155000.0
Data Modeler,SE,130000,US,1.0,130000.0
Data Scientist,SE,240000,US,1.0,240000.0
Data Scientist,SE,180000,US,1.0,180000.0
AI Engineer,SE,170200,US,1.0,170200.0
AI Engineer,SE,83900,US,1.0,83900.0
Data Scientist,SE,210000,US,1.0,210000.0
Data Scientist,SE,165000,US,1.0,165000.0
Research Scientist,SE,300000,US,1.0,300000.0
Research Scientist,SE,150000,US,1.0,150000.0
ML Engineer,SE,300000,US,1.0,300000.0
ML Engineer,SE,150000,US,1.0,150000.0
Data Scientist,SE,212800,US,1.0,212800.0
Data Scientist,SE,111600,US,1.0,111600.0
Data Engineer,SE,213600,US,1.0,213600.0
Data Engineer,SE,103200,US,1.0,103200.0
Research Engineer,SE,308000,US,1.0,308000.0
Research Engineer,SE,190400,US,1.0,190400.0
Data Scientist,SE,204000,US,1.0,204000.0
Data Scientist,SE,127500,US,1.0,127500.0
Data Scientist,MI,250000,US,1.0,250000.0
Data Scientist,MI,125000,US,1.0,125000.0
Research Engineer,SE,385000,US,1.0,385000.0
Research Engineer,SE,310000,US,1.0,310000.0
Data Analyst,SE,120000,US,1.0,120000.0
Data Analyst,SE,88000,US,1.0,88000.0
Machine Learning Engineer,SE,158000,US,1.0,158000.0
Machine Learning Engineer,SE,108000,US,1.0,108000.0
Data Engineer,SE,385000,US,1.0,385000.0
Data Engineer,SE,310000,US,1.0,310000.0
Data Engineer,SE,247300,US,1.0,247300.0
Data Engineer,SE,139700,US,1.0,139700.0
Data Scientist,SE,240000,US,1.0,240000.0
Data Scientist,SE,180000,US,1.0,180000.0
Data Engineer,SE,130000,US,1.0,130000.0
Data Engineer,SE,101570,US,1.0,101570.0
Data Scientist,SE,210000,US,1.0,210000.0
Data Scientist,SE,165000,US,1.0,165000.0
AI Engineer,SE,170200,US,1.0,170200.0
AI Engineer,SE,83900,US,1.0,83900.0
Applied Scientist,SE,222200,US,1.0,222200.0
Applied Scientist,SE,136000,US,1.0,136000.0
Data Engineer,MI,169000,US,1.0,169000.0
Data Engineer,MI,91000,US,1.0,91000.0
Data Scientist,EN,135000,US,1.0,135000.0
Data Scientist,EN,110000,US,1.0,110000.0
Data Engineer,SE,129192,GB,0.664153,194521.44310121314
Data Engineer,SE,98432,GB,0.664153,148206.8137914005
AI Engineer,MI,369120,GB,0.664153,555775.5517177518
AI Engineer,MI,40680,GB,0.664153,61250.94669451166
Research Scientist,SE,150000,US,1.0,150000.0
Research Scientist,SE,130000,US,1.0,130000.0
Data Engineer,SE,128000,US,1.0,128000.0
Data Engineer,SE,81500,US,1.0,81500.0
Data Architect,SE,306000,US,1.0,306000.0
Data Architect,SE,204000,US,1.0,204000.0
Data Scientist,SE,185900,US,1.0,185900.0
Data Scientist,SE,129300,US,1.0,129300.0
Machine Learning Engineer,SE,204500,US,1.0,204500.0
Machine Learning Engineer,SE,142200,US,1.0,142200.0
Machine Learning Engineer,MI,75577,NL,0.731421,103328.99930409437
Data Engineer,EN,18000,IN,20.4219876045922,881.4029441459666
Data Analyst,MI,369120,GB,0.664153,555775.5517177518
Data Analyst,MI,61520,GB,0.664153,92629.2586196253
Head of Data,EX,270000,US,1.0,270000.0
Head of Data,EX,200000,US,1.0,200000.0
Data Scientist,MI,204500,US,1.0,204500.0
Data Scientist,MI,142200,US,1.0,142200.0
Data Analyst,MI,92280,GB,0.664153,138943.88792943794
Data Analyst,MI,67672,GB,0.664153,101892.18448158783
Data Engineer,SE,188600,US,1.0,188600.0
Data Engineer,SE,111550,US,1.0,111550.0
Machine Learning Engineer,SE,230000,US,1.0,230000.0
Machine Learning Engineer,SE,160000,US,1.0,160000.0
Data Engineer,SE,247300,US,1.0,247300.0
Data Engineer,SE,139700,US,1.0,139700.0
AI Engineer,SE,360000,US,1.0,360000.0
AI Engineer,SE,240000,US,1.0,240000.0
ETL Developer,SE,129100,US,1.0,129100.0
ETL Developer,SE,111400,US,1.0,111400.0
Data Analyst,SE,135000,US,1.0,135000.0
Data Analyst,SE,110000,US,1.0,110000.0
Machine Learning Engineer,SE,214500,US,1.0,214500.0
Machine Learning Engineer,SE,132600,US,1.0,132600.0
Data Analyst,SE,120000,US,1.0,120000.0
Data Analyst,SE,100000,US,1.0,100000.0
Machine Learning Engineer,SE,242921,US,1.0,242921.0
Machine Learning Engineer,SE,170045,US,1.0,170045.0
Data Engineer,SE,225000,US,1.0,225000.0
Data Engineer,SE,175000,US,1.0,175000.0
Data Scientist,MI,180000,US,1.0,180000.0
Data Scientist,MI,162000,US,1.0,162000.0
Data Architect,SE,175000,US,1.0,175000.0
Data Architect,SE,90000,US,1.0,90000.0
Data Scientist,EN,156450,US,1.0,156450.0
Data Scientist,EN,119200,US,1.0,119200.0
Data Scientist,SE,245000,US,1.0,245000.0
Data Scientist,SE,185000,US,1.0,185000.0
Machine Learning Engineer,SE,214500,US,1.0,214500.0
Machine Learning Engineer,SE,132600,US,1.0,132600.0
Data Scientist,MI,154800,US,1.0,154800.0
Data Scientist,MI,76300,US,1.0,76300.0
Data Scientist,SE,178600,US,1.0,178600.0
Data Scientist,SE,88600,US,1.0,88600.0
Research Scientist,SE,248100,US,1.0,248100.0
Research Scientist,SE,145900,US,1.0,145900.0
Data Analyst,SE,93919,US,1.0,93919.0
Data Analyst,SE,51962,US,1.0,51962.0
Data Scientist,SE,207345,US,1.0,207345.0
Data Scientist,SE,180300,US,1.0,180300.0
Machine Learning Engineer,SE,200000,US,1.0,200000.0
Machine Learning Engineer,SE,140000,US,1.0,140000.0
Analytics Engineer,SE,205000,US,1.0,205000.0
Analytics Engineer,SE,167500,US,1.0,167500.0
Data Analyst,SE,140000,US,1.0,140000.0
Data Analyst,SE,110000,US,1.0,110000.0
Data Scientist,SE,228045,US,1.0,228045.0
Data Scientist,SE,198300,US,1.0,198300.0
